year,km_driven,owner,mileage,selling_price
2019,5000,1,21.4,675000
2010,91500,1,19.7,150000
2015,23000,1,25.2,550000
2012,40000,1,20.54,350000
2012,70000,1,23.2,300000
2018,10000,1,11.36,1745000
2014,90000,2,14,611000
2016,68000,1,19.4,400000
2013,120000,1,22.7,700000
2013,65000,1,22.1,300000
2005,85000,1,15.3,65000
2011,94000,3,18.9,200000
2015,100000,1,22.54,650000
2015,80000,1,22.54,650000
2013,80000,3,22.07,350000
2011,140500,3,17.88,75000
2010,143000,1,17.5,240000
2013,60000,1,20.92,240000
2011,120000,2,18.4,180000
2014,80000,2,13.01,900000
2014,63000,2,18.06,425000
2009,120000,3,18,95000
2018,100000,1,28.4,811000
2018,60000,1,17,1100000
2013,90000,1,13.58,600000
2014,50000,2,20.77,550000
2015,70000,1,15.4,715000
2006,120000,3,16.1,100000
2013,195000,1,14,500000
2013,40000,1,20.51,350000
2008,40000,1,16.8,100000
2012,120000,1,13.93,325000
2012,360003,2,18.9,220000
1999,60000,2,16.1,55000
2016,20000,1,25.17,330000
2014,37000,1,15.96,480000
2018,57000,2,25.1,950000
2011,110000,2,16.2,300000
2006,110000,4,13.9,170000
2013,120000,2,12.99,850000
2019,8079,1,24.7,900000
2015,114368,2,12.99,1325000
2012,79990,2,17.8,350000
2012,81632,1,20,425000
2016,155201,1,26.1,600000
2014,101504,1,22.7,750000
2012,90165,1,17.8,450000
2010,86017,2,25.5,325000
2013,85036,2,15.1,900000
2013,125531,2,22.77,600000
2019,10000,1,17,1100000
2017,20000,1,23.84,520000
2015,170000,1,15.4,885000
2018,40000,1,21.5,950000
2008,120000,2,17,229999
2013,100000,3,23.2,409999
2011,110000,3,17.8,300000
2008,120000,3,16.8,175000
2000,206000,4,19.7,108000
2017,40000,2,23.1,425000
2011,170000,4,16.52,272000
2013,70000,1,19.81,310000
2017,105000,1,21.38,1125000
2014,46000,2,19.1,450000
2011,80000,2,22.07,388000
2011,60000,1,16.2,400000
2015,70000,3,25.1,760000
2009,90000,1,19.7,120000
2019,25000,1,28.4,757000
2015,53000,2,22.74,270000
2011,90000,2,13.55,250000
2011,60000,1,12.8,800000
2014,150000,1,13,1380000
2014,24000,1,16.55,700000
2016,100000,2,24.2,450000
2018,6000,1,18.15,650000
2013,49700,1,15.1,950000
2007,80000,2,12.8,626000
2019,10000,1,21.21,600000
2019,21000,1,25.17,290000
2013,25000,1,20.92,215000
2016,22000,1,25.17,250000
2017,50000,1,24.52,750000
2016,20000,2,23.95,250000
2017,15000,1,15.4,950000
2018,30000,1,25.83,793000
2015,74000,1,19.67,750000
2017,6550,1,18.2,725000
2016,30000,1,24,480000
2013,56000,1,11.2,3750000
2018,41779,1,21.21,795000
2016,54000,1,18.7,625000
2016,31000,1,13,2900000
2017,37000,1,26.8,625000
2011,90000,2,18.1,440000
2018,13534,1,14.28,1400000
2017,7000,2,14.53,1450000
2017,23000,1,17.9,2700000
2019,43000,1,11.36,1925000
2020,5000,1,17.8,1900000
2017,70000,1,28.09,844999
2016,99000,1,21.66,650000
2018,15000,1,22,750000
2018,28156,1,17.09,6000000
2015,30000,1,18.7,610000
2018,100000,1,12.9,2940000
2017,63309,1,19.67,1150000
2016,94000,1,11.36,1825000
2018,29000,1,17.4,890000
2017,9000,1,13.6,2625000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,9000,1,13.6,2625000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,9000,1,13.6,2625000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,9000,1,13.6,2625000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,155000,1,25,385000
2016,35000,1,23.1,400000
2018,50000,1,24,550000
2010,185000,1,14.8,270000
2013,175000,2,19.09,200000
2016,11500,1,25.17,310000
2019,3000,1,25.4,700000
2015,80000,2,22.1,480000
2005,40000,2,19.7,90000
2005,40000,2,19.7,80000
2015,90000,1,23.2,350000
2017,100000,1,23.65,600000
2011,120000,3,13.5,350000
2018,50000,1,24.3,770000
2012,25000,1,21.03,350000
2011,50000,3,12.05,600000
2016,71000,1,18.49,750000
2016,40000,1,20.51,340000
2018,31800,1,18.6,650000
2014,65000,1,20.36,300000
2014,15000,2,22.74,204999
2012,70000,2,20.8,254999
2017,5000,1,18.16,650000
2017,50000,2,21.1,280000
2011,80000,1,17.2,100000
2014,70000,2,13.58,575000
2017,40000,1,24.3,780000
2013,157000,1,15.96,467000
2015,90000,1,15.4,1050000
2011,80000,2,19.81,225000
2012,70000,2,21.03,260000
2009,50000,2,16,90000
2012,60000,1,20,280000
2014,106000,2,20.8,350000
2006,80000,2,10.5,229999
2016,80000,2,15.96,550000
2013,110000,2,12.99,850000
2011,120000,3,13.6,370000
2013,27000,1,20.92,250000
2007,70000,2,19.7,95000
2010,70000,2,18.9,180000
2016,50000,1,17.45,650000
2018,60000,1,25.4,530000
2017,15000,1,22,610000
2010,135000,1,14,265000
2018,26300,1,23.84,560000
2014,120000,1,15.96,430000
2017,35000,1,28.4,711000
2015,30000,1,20.85,511000
2012,165000,1,15.96,450000
2015,50000,1,17.57,325000
2013,120000,1,21.64,434999
2010,100000,2,20,210000
2007,120000,2,15,160000
2017,70000,2,17.5,650000
2014,72000,1,18.6,320000
2017,50000,1,23.01,290000
2013,30000,1,25.4,80000
2017,20000,1,14.1,1100000
2015,110000,1,26.21,600000
2017,25000,1,25.17,340000
2014,120000,1,12.99,750000
2006,40000,1,19.7,100000
2019,10000,1,25.17,395000
2010,65000,1,18.9,200000
2019,10000,1,21.94,450000
2012,110000,2,13.87,180000
2008,120000,2,13.6,190000
2015,72000,1,15.37,310000
2014,89100,2,23.2,351000
2006,94000,2,17.4,190000
2015,120000,2,21.1,225000
2012,110000,1,16.2,130000
2018,50000,1,28.09,1000000
2004,90000,3,16.8,55000
2014,23000,1,18.2,330000
2013,50000,1,16.8,166000
2013,300000,1,14,200000
2011,50000,3,20.92,140000
2017,140000,1,21.94,370000
2019,16000,1,17.4,720000
2015,126000,1,21.19,500000
2019,15000,1,20.14,570000
2010,200000,1,17.5,210000
2009,120000,1,19.7,120000
2005,120000,4,15.3,95000
2010,110000,3,16.95,196000
2016,38000,1,15.37,392000
2010,104000,1,15,150000
2017,120000,1,15.4,595000
2018,35000,1,24.3,833000
2011,210000,1,22.9,280000
2003,35000,2,16.1,35000
2009,85000,3,21.1,180000
2012,80000,1,18.9,225000
2012,50000,1,14.84,1400000
2009,40000,1,23,340000
2010,216000,1,12.8,550000
2017,65000,2,20.51,400000
2006,100000,3,15.3,90000
2015,84000,1,28.09,650000
2012,210000,1,12.99,730000
2010,60000,1,15.26,125000
2006,100000,4,15.3,81000
2007,78000,2,16.1,170000
2002,161000,4,13,81000
2005,70000,3,19.7,95000
2010,50000,3,26,55000
2017,65000,1,19.98,880000
2015,50000,1,25.17,200000
2019,25000,1,20.52,480000
2013,100000,1,15.96,480000
2018,6000,1,18.6,700000
2016,72113,1,21.9,850000
2012,40000,1,23.57,300000
2017,8000,1,18.6,650000
2010,20000,1,21.1,220000
2014,45000,1,19.09,300000
2014,80000,1,23.4,450000
2014,90000,1,25.2,400000
2018,25000,1,25.1,1030000
2010,100000,2,18.8,190000
2006,60000,2,16.6,140000
2018,30000,1,21.19,800000
2007,120000,3,10.5,229999
2011,80000,2,13.93,300000
2011,69000,2,20.54,375000
2010,75000,1,18.6,140000
2004,113000,2,19.7,60000
2014,90000,2,24.4,420000
2012,100000,3,23.08,300000
2012,110000,1,22.3,150000
2015,90000,1,22.77,600000
2011,100000,2,20,204999
2017,50000,1,25.4,625000
2011,200000,1,20.5,280000
2014,146000,2,13.01,1050000
2009,80000,2,12.9,250000
2010,96443,2,11.57,535000
2009,100000,2,11.7,400000
2019,10000,1,21.21,610000
2014,110000,1,23.4,509999
2014,86000,2,14,521000
2014,100000,1,23.4,511000
2014,91000,1,22.54,451000
2009,100000,1,20.36,170000
2013,120000,2,23.4,450000
2011,90000,2,17,375000
2016,60000,2,22.74,305000
2016,51500,1,25.17,315000
2016,60000,2,22.1,250000
2012,104500,2,20,200000
2018,30000,1,23,950000
2012,120000,3,19.01,400000
2014,100000,2,22.9,509999
2008,90000,3,13.5,375000
2005,150000,3,18.9,150000
2006,60000,1,18.9,75000
2015,50000,2,17.43,465000
2019,10000,1,24,700000
2015,120000,3,15.4,950000
2017,40000,1,18.6,610000
2014,50000,1,22.74,235000
2017,90000,1,15.37,330000
2014,90000,1,20.45,472000
2019,10000,1,21.21,585000
2018,10000,1,23.5,500000
2019,27000,1,23.95,360000
2016,70000,1,26.59,649000
2017,50000,1,16.8,200000
2014,110000,1,24,400000
2015,100000,2,27.62,250000
2018,50000,1,17.3,1200000
2009,105000,2,17.8,250000
2013,110000,1,12.99,819999
2014,60000,2,15.1,800000
2013,49102,2,18.88,429000
2010,60000,3,17.92,150000
2012,90000,1,25.44,170000
2014,33033,1,19.4,335000
2015,63063,1,18.9,465000
2013,81000,2,19.01,360000
2018,80000,1,25.4,570000
2012,105000,2,19.01,350000
2017,227000,1,17.5,700000
2012,100000,2,19.01,375000
2019,60000,1,21.94,450000
2013,70000,3,21.9,325000
2011,120000,3,20.54,260000
2009,80000,3,19.7,130000
2008,120000,4,11.57,150000
2014,40000,1,17.92,220000
2014,53000,1,20.36,275000
2017,60000,1,25.2,455000
2017,30000,1,18.6,570000
2013,100000,3,20.54,330000
2018,70000,1,13.68,1576000
2012,98000,4,20.77,450000
2014,60000,1,21.1,250000
2010,80000,3,20.36,165000
2013,117000,1,11.18,800000
2018,8576,1,18.7,680000
2017,19723,1,20.3,525000
2016,21446,1,16.8,825000
2017,52289,1,25.1,750000
2017,52236,1,15.4,950000
2017,54470,1,15.4,950000
2017,25471,1,21.9,675000
2019,33928,1,23.84,490000
2018,59736,1,18.49,775000
2009,54290,1,17,350000
2016,2118,1,19.4,475000
2017,61379,1,15.4,950000
2010,58544,2,17.4,350000
2016,74381,1,21.79,400000
2001,35000,3,16.1,75000
2017,63982,1,22.7,850000
2008,65000,2,18.9,175000
2014,74000,1,15.96,570000
2013,56429,2,19.01,525000
2012,56000,1,20.36,270000
2019,19500,1,20.3,434999
2015,30000,1,18.6,495000
2016,53000,1,22.54,575000
2017,5000,1,20.14,600000
2015,25000,1,17.01,700000
2014,72000,1,26,560000
2005,80000,1,13.6,250000
2013,29000,2,15,409999
2016,56832,1,19.87,495000
2014,30528,1,18.6,470000
2013,65285,1,24.7,350000
2020,20102,1,13.68,1560000
2015,43000,1,18.7,480000
2013,52380,1,23.59,270000
2018,74250,1,21,660000
2017,57247,1,20.89,490000
2017,52000,1,24.3,800000
2011,47000,2,16.95,350000
2011,80000,3,17.8,170000
2011,85000,2,18,125000
2012,100000,1,19.3,400000
2011,110000,1,16.95,250000
2010,178000,2,20.4,190000
2010,120000,3,19.7,125000
2017,70000,1,16.3,1950000
2011,120000,1,12.8,1300000
2010,155000,3,12.8,786000
2015,30000,1,20.51,335000
2009,60000,3,18.9,114999
2012,70000,4,22.07,229999
2017,40000,1,22.54,731000
2012,120000,1,22.32,395000
2015,120000,1,26.59,500000
2014,50000,3,21.1,220000
2013,100000,1,20,240000
2010,120000,3,23,215000
2012,90000,2,22.9,400000
2012,90000,1,19,191000
2013,100000,2,14,351000
2015,20000,1,21.9,250000
2009,90000,2,18.1,210000
2011,120000,3,17.6,300000
2017,35000,1,25.83,700000
2010,120000,2,11.8,500000
2002,120000,1,16.1,120000
2019,10000,1,22.54,850000
2017,65000,2,25.5,770000
2007,90000,3,13.5,245000
2012,90000,1,20.92,250000
2016,42323,1,21.19,651000
2013,42462,1,16.8,480000
2015,54723,1,25.2,470000
2016,30000,1,27.3,500000
2011,42545,1,19.62,1075000
2016,32000,1,25.1,690000
2018,20375,1,20.89,480000
2013,43978,2,28.4,450000
2018,50000,1,24.3,770000
2015,40200,1,21,445000
2018,30000,1,18.6,700000
2014,90000,1,20.77,560000
2013,48000,2,21.7,475000
2014,27233,1,27.4,465000
2017,28832,1,23.4,520000
2011,35000,1,15,225000
2015,35000,1,16.02,700000
2017,40000,1,24.3,780000
2006,80000,2,17.7,93150
2016,30000,2,17.21,403000
2009,50000,2,19.81,229999
2016,40000,2,26.59,525000
2014,25000,1,16.02,560000
2020,120000,1,15.1,830000
2011,60000,2,21.1,250000
2014,110000,1,15.96,450000
2016,67000,1,15.4,745000
2010,50000,2,20,144000
2008,40000,1,18.2,120000
2008,120000,2,11.57,300000
1999,100000,1,16.1,52000
2003,98000,1,10.5,300000
2009,150000,2,13.6,270000
2014,38000,1,22.1,260000
2015,120000,1,23.59,475000
2011,103000,3,20,302000
1994,60000,1,16.1,45000
2017,80000,1,24.3,775000
2015,50000,1,20.77,700000
2014,90000,1,25.2,530000
2017,70000,1,21.5,869999
2006,110000,4,14.9,155000
2019,30000,1,23.84,550000
2016,80000,2,26.59,600000
2012,110000,2,19.3,430000
2010,120000,1,18.8,246000
2003,120000,3,17.3,120000
2014,70000,2,18.6,565000
2018,60000,1,22.54,850000
2006,90000,1,19.7,160000
2014,142500,1,19.5,325000
2011,90000,3,12.05,450000
2015,50000,1,19.81,310000
2013,90000,3,25.8,250000
2015,115000,2,26.59,420000
2013,150000,2,15,330000
2015,68000,2,20.4,405000
2013,90000,2,15.96,400000
2010,110000,3,15.6,409999
2013,70000,2,15.96,500000
2011,80000,3,15.1,590000
2007,100000,2,19.81,135000
2004,70000,2,18.9,70000
2004,77000,3,16.1,45000
2018,35500,1,28.4,650000
2018,17500,1,20.51,400000
2017,27000,1,23.95,350000
2017,60000,1,24,550000
2016,25000,1,20.51,350000
2015,80000,1,26.59,459999
2012,60000,2,19.7,185000
2013,38000,1,22.07,550000
2012,100000,2,26.2,300000
2011,110000,1,12.8,900000
2016,92000,1,21.9,900000
2012,180000,3,15.96,550000
2018,10000,1,21.4,625000
2017,35000,2,24.7,310000
2017,35000,1,28.4,500000
2016,23000,1,24,610000
2012,150000,3,19.09,150000
2015,70000,1,24.4,480000
2017,40000,1,18.6,650000
2012,100000,2,21.9,290000
2017,50000,2,24.7,300000
2010,120000,4,19.3,270000
2015,60000,2,24.4,400000
2015,28000,2,22.74,280000
2009,60000,3,17.5,250000
2012,80000,2,19.3,495000
2018,12000,1,10.91,3250000
2019,4500,1,19.5,700000
2013,70000,1,25,310000
2017,120000,1,19.87,650000
2015,80000,1,19,600000
2009,150000,4,11.57,150000
2009,120000,1,15.7,135000
2014,50000,1,23.4,650000
2012,83000,1,16.8,550000
2017,20000,1,28.4,650000
2018,49000,1,12.9,2900000
2017,6750,1,18.5,450000
2015,26000,1,20.73,650000
2017,52000,1,17,430000
2017,51000,1,17.01,1143000
2019,20000,1,22,700000
2011,18500,1,18.5,229999
2017,142000,1,18.49,509999
2016,50478,1,15.85,670000
2019,9200,1,23.84,525000
2016,40000,1,19.87,515000
2020,5000,1,21.01,630000
2019,2300,1,22.7,270000
2016,40000,1,22.74,300000
2012,119000,1,14,250000
2005,100000,4,19.7,90000
2017,100000,1,24.52,750000
2009,50000,2,18.9,135000
2013,80000,2,15.1,275000
2018,15000,1,17,740000
2019,1303,1,17.8,690000
2018,31800,1,17.01,3975000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2017,17000,1,9.5,4100000
2018,4295,1,17.1,1000000
2018,5229,1,17.1,1000000
2019,4701,1,20.7,550000
2016,6757,1,21.01,600000
2016,28182,1,14.3,675000
2019,11533,1,14.23,950000
2017,11688,1,17.8,850000
2016,68089,1,19.16,2000000
2012,57728,1,14.53,550000
2018,23712,1,28.09,925000
2015,70670,1,16.5,625000
2014,43381,2,22.74,200000
2014,79011,1,18,635000
2016,56494,1,18.2,550000
2014,50000,2,21.79,425000
2011,40000,1,18.9,220000
2018,10000,1,18.9,590000
2017,35000,1,16.55,775000
2015,58500,1,18.5,350000
2018,20000,1,21.4,575000
2011,43500,2,18.06,200000
2018,30000,1,17.6,1575000
2015,63000,1,22.77,600000
2016,35000,1,15.96,720000
2012,110000,2,19.09,158000
2018,25000,1,17.6,1575000
2017,30000,1,17.36,580000
2012,50000,1,15.96,420000
2018,35000,1,17.3,1200000
2018,30000,1,23.01,350000
2014,56000,1,17.4,650000
2017,12700,1,20.51,400000
2018,35000,1,21.5,700000
2017,30000,1,19.1,520000
2012,120000,1,12.05,450000
2017,100000,1,14.1,850000
2017,34000,1,25.17,350000
2011,56000,1,13,450000
2008,90000,1,19.81,165000
2010,65000,2,17.92,160000
2011,80000,1,13.93,300000
2012,90000,3,12.05,550000
2015,40000,1,23.95,285000
2016,58000,1,19.67,850000
2018,19100,1,19,700000
2018,25000,1,19.34,900000
2005,49455,1,19.7,180000
2016,100000,1,21.1,220000
2013,120000,1,22.3,120000
2010,90000,4,17,220000
2013,46815,2,22.1,420000
2013,110000,1,19.4,160000
2015,80000,1,21.1,250000
2013,100000,3,20.77,385000
2014,80000,1,20.51,318000
2018,40000,1,20.14,480000
2015,70000,3,23.1,330000
2011,80000,1,17,152000
2014,40000,1,22.74,250000
2011,80000,1,17,248000
2011,60000,2,18.06,300000
2017,50000,1,18.6,550000
2016,30000,1,22.54,650000
2017,25000,1,18.9,445000
2010,334000,1,12.8,450000
2016,100000,1,17.45,600000
2014,175000,1,19.01,495000
2011,65000,3,12.6,220000
2011,65000,3,12.6,260000
2009,90000,1,17.92,150000
2011,80000,2,20,200000
2018,110000,1,16.36,1465000
2008,60000,3,20,250000
2014,160000,1,14.95,310000
2010,100875,1,11.79,600000
2018,20000,1,21.4,560000
2016,30000,1,20.85,500000
2013,118000,1,24,270000
2013,69000,3,22.32,420000
2015,25000,2,20.85,434999
2015,100000,1,16.9,400000
2015,110000,1,26.59,470000
2015,60000,3,20.45,480000
2008,128000,1,0,105000
2017,120000,1,27.28,325000
2020,5000,1,20.7,675000
2009,90000,2,20.36,170000
2017,90000,1,19.67,1250000
2012,144030,1,12.8,600000
2014,200000,1,25.1,819999
2016,29000,1,18.6,650000
2007,90000,2,17.3,105000
2009,176000,2,17,200000
2013,150000,1,19.09,200000
2016,90000,1,16.8,220000
2014,70000,2,15.04,500000
2007,99000,2,19.2,175000
2018,5000,1,23.84,450000
2008,90000,4,16.52,210000
2011,89000,2,21.1,270000
2006,88000,2,16.8,110000
2015,30000,1,26.59,480000
2016,50000,2,26.59,650000
2013,80000,1,23.4,480000
2016,40000,1,22.54,700000
2015,110000,3,20.77,650000
2015,48000,2,19.67,1300000
2016,97000,1,16.96,1350000
2016,60000,1,22.15,1000000
2011,110000,3,0,1700000
2018,12800,1,17.8,1080000
2012,40000,1,21.1,170000
2017,49000,1,28.4,610000
2014,25000,1,18.5,350000
2016,65000,2,22.74,260000
2015,20000,1,20.4,700000
2018,17000,1,18.78,678000
2015,15000,1,23.65,800000
2014,120000,2,23.59,400000
2010,49000,1,18.5,300000
2016,29000,1,18.6,520000
2017,55000,1,19.61,850000
2019,5000,1,17.3,1460000
2017,35000,1,21.5,830000
2018,5000,2,20.63,430000
2017,60000,1,22.77,850000
2017,70000,1,20.85,650000
2008,120000,2,16.8,120000
2016,65100,2,18.49,730000
2019,20000,1,20.89,525000
2015,108000,1,21.19,600000
2019,15000,1,21.21,500000
2009,77000,1,17.92,150000
2015,18500,1,20.51,409999
2016,120000,1,18.49,625000
2015,15200,1,25.17,290000
2015,35000,1,17.3,500000
2011,80000,1,22.32,475000
2013,70000,1,21.1,190000
2014,80000,2,15.1,750000
2014,120000,2,19.01,525000
2012,82000,3,17.3,495000
2017,9000,1,13.6,2625000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2010,60000,2,16.8,321000
2017,50000,1,17.71,585000
2011,70000,1,20,225000
2017,70000,1,25.8,500000
2011,90000,3,23,350000
2016,70000,2,24.52,756000
2014,50000,1,22.74,240000
2012,120000,2,19.7,80000
2019,5000,1,17.19,800000
2018,25000,1,17.6,1250000
2009,80000,3,12.05,320000
2017,25000,1,18.9,509999
2019,15000,1,22.95,650000
2011,35000,2,20.92,210000
2008,80000,2,19.7,110000
2017,25000,1,21.5,665000
2017,52000,1,21.66,555000
2017,52000,1,21.66,560000
2016,80000,1,25.32,375000
2017,50000,1,15.04,2950000
2017,127000,1,28.4,605000
2017,30000,1,17.5,720000
2017,70000,1,24.52,800000
2017,54000,1,16,1325000
2011,120000,2,10.5,625000
2011,116500,1,23,350000
2012,145000,2,12.99,600000
2012,120000,1,18.5,300000
2011,120000,1,13.93,240000
2016,80000,1,25.83,377000
2013,140000,1,16.02,450000
2008,100000,4,13.9,160000
2019,100000,1,20.14,525000
2011,168000,2,12.8,550000
2010,120000,3,18.3,270000
2016,145000,2,23.59,570000
2011,90000,2,20,225000
2019,90000,1,20.14,590000
2018,80000,1,17.1,1675000
2019,33000,1,19.4,800000
2014,13500,1,18.2,450000
2012,80000,1,17,300000
2017,20000,1,18.6,645000
2013,58000,1,23.4,520000
2013,40000,1,21.1,200000
2015,30000,1,17.4,700000
2000,50000,2,16.1,45000
2016,73000,1,25.83,459999
2014,90000,2,23.2,325000
2015,50000,2,20.51,350000
2011,80000,3,22.32,440000
2011,70000,2,21.9,320000
2011,41000,1,18,169000
2013,50000,4,16.47,350000
2014,113226,1,19.68,350000
2013,90000,2,20,310000
2010,160500,4,13.5,420000
2015,30000,1,19.12,685000
2014,132000,2,19.72,560000
2013,120000,3,22.9,470000
2011,80000,2,16.2,380000
2015,57000,2,15.4,670000
2018,5000,1,22,550000
2016,25000,1,17.01,749000
2015,80000,2,19.67,899000
2011,88000,3,16.52,290000
2014,217000,2,12.99,869999
2015,60000,1,20.62,350000
2017,43000,1,20.85,500000
2014,77000,2,21.66,400000
2016,30000,1,25.17,260000
2015,40000,2,22.74,220000
2014,139000,2,18.2,190000
2016,80000,1,18.9,400000
2014,76000,2,25.44,170000
2019,3500,1,18.6,650000
2007,62000,2,16.1,60000
2007,110000,2,12,300000
2012,40000,2,16.2,125000
2012,1500000,1,15.1,500000
2011,70000,3,19.7,170000
2012,77000,2,19.3,310000
2011,110000,2,18,130000
2016,20000,1,20.51,465000
2005,120005,2,11,800000
2012,16830,1,20.2,260000
2013,70000,1,15.96,500000
2017,38000,1,23.01,325000
2013,80000,1,15.96,400000
